Source,Target,Weight
Holland Road,Boon Lay Place,17
Senoko West,Tiong Bahru Station,1
Senoko North,Geylang Bahru,8
Toh Guan,Jurong West Central,200
Coronation Road,Swiss Club,67
Geylang East,Yishun Central,13
North Coast,Peng Siang,59
Tiong Bahru Station,Ang Mo Kio Town Centre,9
Western Water Catchment,Saujana,18
Henderson Hill,Kian Teck,4
Punggol Field,Townsville,25
Cairnhill,Tiong Bahru Station,7
Toa Payoh Central,Jurong Gateway,54
Lavender,Marymount,66
Braddell,Kampong Java,29
Kampong Glam,Woodlands Regional Centre,4
Fort Canning,Braddell,23
Telok Blangah Rise,Tuas View,1
Lorong Chuan,Khatib,8
Tampines East,Jurong Island and Bukom,15
Farrer Court,Trafalgar,6
Lorong 8 Toa Payoh,Tai Seng,54
Kovan,Punggol Field,46
Springleaf,Tagore,17
Commonwealth,Turf Club,6
Woodlands South,Yunnan,18
Jelebu,Bugis,89
Xilin,Jurong West Central,39
Ghim Moh,Raffles Place,17
Tiong Bahru,Punggol Field,9
Peng Siang,Yew Tee,79
Woodlands East,Kovan,28
Geylang East,Central Water Catchment,83
Dhoby Ghaut,Tuas Promenade,15
Sembawang East,Serangoon North,2
Kent Ridge,Pasir Panjang 2,11
Tuas Promenade,Bayshore,14
Waterway East,North-Eastern Islands,32
Sembawang Springs,Pei Chun,4
Serangoon Garden,Faber,7
Choa Chu Kang Central,Tampines East,38
Kebun Bahru,Raffles Place,17
Kallang Bahru,Chong Boon,28
Loyang West,Pasir Ris Central,58
Tai Seng,Somerset,26
Choa Chu Kang North,Bedok South,19
Jurong Island and Bukom,Liu Fang,25
Raffles Place,Jelebu,11
Guilin,Lower Seletar,11
Nee Soon,Guilin,5
Moulmein,Institution Hill,20
Lorong 8 Toa Payoh,Cheng San,20
Tuas North,Bukit Batok Central,13
Macpherson,Tengah,1
Reservoir View,Keat Hong,17
Tukang,Yuhua West,20
Clarke Quay,North Coast,14
Bukit Batok West,Rochor Canal,7
Fajar,Ridout,5
Clementi North,Bencoolen,8
Fernvale,Hougang Central,66
Hougang East,Yishun South,6
Toa Payoh Central,Yio Chu Kang North,7
Seletar,Serangoon Central,9
Boon Keng,Lorong Chuan,10
Brickworks,Peng Siang,7
Hillview,Admiralty,9
Dunearn,Newton Circus,5
Bedok North,Pearl's Hill,71
Sengkang Town Centre,Pasir Ris West,44
Geylang East,Anson,9
Braddell,Choa Chu Kang North,20
Woodgrove,Bencoolen,22
Tanglin,Teban Gardens,8
Swiss Club,Teban Gardens,11
Paya Lebar North,Pearl's Hill,3
Bukit Batok Central,Pioneer Sector,11
Kebun Bahru,Bedok North,31
Serangoon North,Boulevard,15
Woodlands South,Kampong Ubi,25
Rivervale,Sennett,14
Midview,Redhill,6
Anchorvale,Bishan East,43
Mountbatten,Boulevard,48
Kampong Java,Sembawang Central,33
Choa Chu Kang North,Holland Road,18
Marina East,Xilin,16
Moulmein,Lower Seletar,21
Bencoolen,Raffles Place,17
Newton Circus,One Tree Hill,3
Guilin,Institution Hill,3
Port,Greenwood Park,1
Woodlands West,Pasir Ris Park,6
Midview,Tuas North,5
Fajar,Anchorvale,13
Tanjong Pagar,Geylang Bahru,5
Jurong River,Moulmein,9
Tiong Bahru Station,Bishan East,20
Woodlands West,Springleaf,7
Boat Quay,Kovan,10
Ghim Moh,Bedok North,15
Central Water Catchment,Redhill,2
Bedok Reservoir,Little India,28
Clarke Quay,Simei,16
Peng Siang,Kovan,4
One Tree Hill,Robertson Quay,13
Central Water Catchment,Tuas North,5
Sembawang North,Gali Batu,11
Chin Bee,Bayfront Subzone,13
Ghim Moh,Paya Lebar North,2
Jurong Gateway,Potong Pasir,10
Holland Road,Victoria,14
Woodgrove,Yio Chu Kang East,11
Little India,Xilin,11
Bukit Ho Swee,Sennett,3
Dhoby Ghaut,Hougang East,19
Toh Guan,Port,13
Matilda,Mei Chin,4
China Square,Serangoon Garden,13
Chinatown,Kian Teck,5
Western Water Catchment,Jurong Island and Bukom,59
Punggol Town Centre,Matilda,15
Marymount,Sengkang Town Centre,24
Clementi West,Defu Industrial Park,2
Yuhua West,Somerset,33
Commonwealth,Yishun West,7
Bukit Ho Swee,Defu Industrial Park,3
Bukit Batok East,City Terminals,7
Clementi Central,Central Water Catchment,15
Yew Tee,Xilin,11
Orange Grove,Anak Bukit,8
Hillcrest,Geylang Bahru,6
Geylang East,Pasir Ris Wafer Fab Park,15
Clementi Central,Midview,12
Yio Chu Kang West,Potong Pasir,10
Clarke Quay,Benoi Sector,1
Bukit Batok Central,Hougang Central,8
Pasir Panjang 1,Tuas Promenade,10
Phillip,Bukit Batok East,2
Straits View,Kallang Bahru,3
Guilin,National University of S'pore,24
Pandan,Bayshore,2
Mount Pleasant,Sembawang North,7
Xilin,Townsville,12
Yuhua East,Kembangan,10
Central Subzone,Somerset,13
Woodlands South,Swiss Club,16
Bukit Batok West,Bedok North,18
Sembawang Hills,Fajar,2
Clementi North,Boon Teck,4
Pioneer Sector,Chatsworth,1
Frankel,Kampong Tiong Bahru,13
Pasir Ris Wafer Fab Park,Sembawang Central,9
Holland Drive,Dhoby Ghaut,17
Bedok South,Yishun West,21
Singapore General Hospital,Tiong Bahru Station,32
Redhill,Lavender,27
Raffles Place,Pasir Ris Drive,35
Western Water Catchment,Tai Seng,7
Kampong Java,Western Water Catchment,17
Anak Bukit,West Coast,15
Punggol Field,Jurong West Central,12
Tuas Promenade,Ghim Moh,2
Loyang West,Woodleigh,1
Dhoby Ghaut,Hillcrest,7
Marymount,Dairy Farm,8
Aljunied,Bukit Batok Central,37
Marine Parade,Toh Guan,10
Compassvale,Marina South,8
Braddell,Dunearn,3
Kallang Way,Cecil,4
Jurong River,Woodlands South,7
Woodlands South,Leedon Park,5
Farrer Park,Hong Kah North,34
Tengah,Woodlands East,4
Yio Chu Kang West,Toh Guan,11
Hillview,Mei Chin,14
Sunset Way,Guilin,4
Punggol Field,Leedon Park,6
Margaret Drive,Aljunied,37
Flora Drive,Bendemeer,3
Geylang East,Malcolm,6
Yio Chu Kang North,Punggol Field,3
Marymount,Leonie Hill,5
Boon Lay Place,Tanjong Rhu,17
Marina Centre,Rochor Canal,13
Tagore,Yuhua West,5
Serangoon Central,Changi Point,10
Woodlands East,Samulun,16
Yio Chu Kang North,Singapore General Hospital,3
Newton Circus,Lavender,9
Trafalgar,Pasir Panjang 1,7
Lavender,Monk's Hill,6
Tengeh,International Business Park,8
Kranji,Singapore Polytechnic,3
Potong Pasir,Tiong Bahru Station,5
Mountbatten,Kampong Tiong Bahru,6
Clementi Woods,Ulu Pandan,30
Pasir Ris Drive,Toh Tuck,5
Toa Payoh West,Pearl's Hill,6
Guilin,The Wharves,5
Institution Hill,Pasir Ris Central,4
Marina East,Lakeside,1
Upper Paya Lebar,Greenwood Park,4
Kampong Glam,Sembawang Hills,1
Pioneer Sector,Choa Chu Kang North,8
Teck Whye,Punggol Town Centre,7
Phillip,Sembawang Springs,3
Dairy Farm,Rochor Canal,4
Changi Point,Dairy Farm,3
Everton Park,Tanglin Halt,12
Serangoon North,Woodgrove,12
Leedon Park,Pulau Punggol Timor,3
Senoko South,Kangkar,10
Lakeside,Kallang Way,3
Choa Chu Kang North,Sembawang East,2
Newton Circus,Lorong Ah Soo,3
Teban Gardens,Woodlands Regional Centre,10
Bencoolen,Paya Lebar North,3
Sennett,Peng Siang,3
Kian Teck,Marina South,5
Toh Guan,Townsville,7
Yio Chu Kang East,Tuas North,2
Joo Koon,Faber,3
Geylang Bahru,Paya Lebar North,4
Cecil,Tiong Bahru,6
Toh Guan,Leedon Park,4
Alexandra Hill,Kampong Glam,2
Coronation Road,Yunnan,9
Goodwood Park,Upper Paya Lebar,2
Oxley,Goodwood Park,5
Ridout,Woodlands East,6
Tyersall,Serangoon North,6
Bukit Batok East,Bedok Reservoir,4
Mandai East,Toa Payoh Central,11
Tanjong Rhu,Nature Reserve,14
Choa Chu Kang Central,Flora Drive,2
Liu Fang,Yio Chu Kang East,2
Punggol Town Centre,Reservoir View,5
Clementi Woods,Reservoir View,1
Tiong Bahru,Singapore General Hospital,8
Shipyard,Senja,1
Woodgrove,Boon Teck,6
Braddell,Chatsworth,2
Fernvale,Kampong Tiong Bahru,1
Paterson,Jurong Gateway,2
Tagore,Victoria,11
Tagore,Boon Lay Place,4
Waterway East,Flora Drive,7
Bugis,Sengkang West,2
International Business Park,Sennett,2
Tai Seng,Serangoon North Ind Estate,5
Woodleigh,Punggol Town Centre,4
Dunearn,Farrer Park,4
Jurong Island and Bukom,Compassvale,4
Pasir Panjang 1,Hillcrest,2
Punggol Field,Port,6
Redhill,One Tree Hill,5
People's Park,Kim Keat,1
Depot Road,Geylang Bahru,2
Jelebu,Chin Bee,17
Dover,Serangoon Garden,5
Margaret Drive,Newton Circus,5
Plab,Lakeside,1
Mandai East,Pulau Punggol Timor,4
Anak Bukit,Mount Emily,2
Matilda,Admiralty,4
Northland,Loyang West,9
Bukit Batok East,Siglap,1
Xilin,Port,3
Pei Chun,Mount Emily,1
Clementi Central,Yishun Central,3
Maritime Square,Tuas North,5
Leonie Hill,Tampines North,1
Holland Road,Henderson Hill,3
Malcolm,Tagore,1
Monk's Hill,Kangkar,2
Kranji,Yio Chu Kang,5
Hougang East,Mount Pleasant,4
Singapore Polytechnic,Dhoby Ghaut,9
West Coast,Matilda,3
Sembawang East,Nassim,2
Chong Boon,Faber,1
Ridout,Pei Chun,3
Lorong 8 Toa Payoh,Saujana,2
Kranji,Toa Payoh West,1
Toh Tuck,Nature Reserve,5
Turf Club,Tanjong Pagar,6
Leonie Hill,Pasir Ris West,1
Nature Reserve,Bedok North,8
Marymount,Telok Blangah Rise,3
Pasir Ris Drive,Senoko North,6
East Coast,Yio Chu Kang,2
Tengah,Ang Mo Kio Town Centre,1
Nature Reserve,Rochor Canal,6
The Wharves,Pulau Punggol Timor,4
Clementi Woods,Senoko West,2
Little India,Lakeside,4
Tengah,Bishan East,4
Liu Fang,Bencoolen,2
Samulun,Rivervale,1
Tagore,Henderson Hill,1
Lorong Halus,Marine Parade,9
Marina South,Trafalgar,4
Plab,Xilin,1
Ulu Pandan,Defu Industrial Park,1
Penjuru Crescent,Serangoon Garden,1
Defu Industrial Park,Hong Kah,2
Hillcrest,Sengkang West,2
Macpherson,Tanglin,3
Telok Blangah Way,Trafalgar,4
Fajar,Chong Boon,2
Serangoon Central,Liu Fang,2
Pandan,Ghim Moh,2
Port,Faber,5
City Terminals,Woodlands Regional Centre,3
Lavender,Queensway,6
Istana Negara,Ghim Moh,4
Institution Hill,Paterson,2
Pasir Ris Wafer Fab Park,Western Water Catchment,3
Sembawang East,Fort Canning,1
Nature Reserve,Mandai Estate,1
Gul Basin,Moulmein,2
Bras Basah,Tanglin Halt,3
Sembawang Straits,Tukang,2
Lorong Halus,Yio Chu Kang West,3
Senoko South,Clifford Pier,1
Telok Blangah Drive,Upper Paya Lebar,2
Alexandra North,Raffles Place,3
Yishun South,Mandai Estate,2
Kovan,Wenya,2
Kebun Bahru,Paya Lebar North,3
Turf Club,Senoko South,6
International Business Park,Pang Sua,2
Anchorvale,Teban Gardens,1
Gul Basin,Woodlands South,2
Gombak,Compassvale,1
Tukang,Bendemeer,3
Defu Industrial Park,Bukit Merah,1
Fajar,Changi West,1
Marina East,Kembangan,4
The Wharves,Toa Payoh Central,1
Sembawang Hills,Clementi West,1
Tukang,Henderson Hill,2
Alexandra North,Paya Lebar North,1
Depot Road,Sengkang West,1
Bidadari,Tai Seng,1
Seletar Aerospace Park,Lorong 8 Toa Payoh,1
Rochor Canal,Turf Club,1
Jurong Island and Bukom,Changi Point,1
Pulau Punggol Timor,West Coast,1
Sengkang West,Sembawang North,1
Samulun,Tanglin Halt,1
Tengah,Pei Chun,1
Pasir Panjang 2,Tuas View Extension,1
Yishun East,Fernvale,84
Boulevard,Marymount,159
Tiong Bahru Station,Yio Chu Kang East,6
Jelebu,Yew Tee,67
Tanjong Rhu,City Hall,145
Hougang West,Toa Payoh Central,72
Maritime Square,Jurong West Central,190
Kampong Ubi,Bukit Batok West,9
Telok Blangah Drive,Hong Kah,27
Lower Seletar,Balestier,33
Choa Chu Kang North,Mei Chin,27
City Hall,Taman Jurong,96
Defu Industrial Park,Kranji,5
Tagore,Upper Thomson,93
Kembangan,Teban Gardens,5
Changi Airport,Yew Tee,58
Katong,Hougang West,32
Simei,Maritime Square,92
Yew Tee,Tai Seng,12
Simei,Marina Centre,122
Bugis,Taman Jurong,63
Boon Teck,Leedon Park,2
Balestier,Khatib,64
Anak Bukit,Northland,32
Boon Keng,Lavender,114
Boon Keng,Lorong Ah Soo,25
Tengeh,Kaki Bukit,7
Dhoby Ghaut,Woodlands Regional Centre,64
One North,Ghim Moh,29
Little India,Tai Seng,18
Keat Hong,Choa Chu Kang North,68
Joo Seng,Geylang Bahru,43
Holland Road,Upper Thomson,14
Woodlands Regional Centre,Hong Kah North,42
Toh Tuck,City Hall,14
Kaki Bukit,Everton Park,20
Jurong West Central,Nature Reserve,23
Sunset Way,Yuhua West,6
Holland Road,Rochor Canal,9
Choa Chu Kang Central,Loyang West,4
Pasir Ris West,Tampines North,111
Yishun East,Hong Kah North,14
Bukit Batok West,Defu Industrial Park,6
Bishan East,Clarke Quay,32
Geylang East,Kian Teck,25
Toa Payoh Central,Singapore General Hospital,42
Pasir Ris West,Pasir Ris West,26
Hougang West,Pulau Punggol Timor,12
Northshore,Bedok North,11
One North,Safti,1
Trafalgar,Tampines North,35
Sengkang Town Centre,Serangoon Garden,84
Sembawang Hills,Mountbatten,1
Teban Gardens,Wenya,12
Bukit Batok Central,Yuhua East,56
Xilin,Tampines West,147
Leedon Park,Nature Reserve,7
Kent Ridge,North Coast,10
Admiralty,Maritime Square,16
Frankel,Clementi Woods,6
Boulevard,Woodlands West,38
Sengkang Town Centre,Alexandra Hill,28
Yishun West,Punggol Town Centre,24
Lower Seletar,Central Water Catchment,54
Sembawang Central,Tampines North,12
Chinatown,Yuhua East,13
Lower Seletar,Yishun Central,24
Hillcrest,Taman Jurong,16
Nassim,Tiong Bahru,23
Bedok South,Farrer Park,48
Lavender,Marine Parade,45
Kampong Bugis,Jurong West Central,5
Yew Tee,Saujana,34
Central Water Catchment,Alexandra Hill,29
Woodleigh,Senoko West,8
Pang Sua,Maritime Square,16
Senoko West,Anak Bukit,41
Tiong Bahru Station,Boon Teck,3
Chatsworth,Leedon Park,27
Ridout,Farrer Court,17
Malcolm,Ridout,4
Farrer Park,Holland Drive,28
Tanjong Rhu,Bangkit,16
Clementi Woods,Yishun West,2
Bangkit,Serangoon North Ind Estate,3
Yunnan,Safti,39
Kim Keat,Toa Payoh Central,42
Maritime Square,Port,92
Sentosa,Chong Boon,28
Orange Grove,Dairy Farm,11
Serangoon North,Clementi Woods,3
Chin Bee,Woodlands West,7
Taman Jurong,Pandan,17
Institution Hill,Sentosa,13
Kent Ridge,Orange Grove,5
Katong,Xilin,35
Changi Airport,Kovan,53
Alexandra Hill,Anson,12
Yio Chu Kang West,Tuas View Extension,2
Yunnan,Ghim Moh,23
Rochor Canal,Farrer Park,5
Sunset Way,Bendemeer,8
Pulau Punggol Timor,Northland,20
Compassvale,Somerset,58
Yew Tee,Jurong Island and Bukom,21
Bras Basah,Kaki Bukit,21
Nee Soon,Victoria,13
Gul Basin,Jelebu,4
Taman Jurong,Toh Tuck,33
Mandai West,North Coast,4
Siglap,Hougang West,4
Hougang East,Tanjong Rhu,26
Tanglin Halt,Paterson,2
Kampong Tiong Bahru,Tuas Promenade,4
Bedok Reservoir,Moulmein,22
Teck Whye,Senoko West,6
Toh Tuck,Geylang East,16
Paya Lebar East,Tampines North,13
City Terminals,Punggol Field,16
Tyersall,Tampines East,28
Chatsworth,Townsville,9
Keat Hong,Choa Chu Kang Central,41
Tampines East,Tuas View,12
Lavender,Yio Chu Kang West,28
Raffles Place,Redhill,21
Sengkang Town Centre,Upper Paya Lebar,19
Boon Teck,Townsville,15
Marymount,Clementi North,20
Lower Seletar,Pasir Ris Wafer Fab Park,5
Boon Teck,Jurong West Central,21
Kallang Way,East Coast,9
Ridout,Bencoolen,19
Raffles Place,Tuas North,2
Ulu Pandan,Faber,27
Pei Chun,Northland,8
Bugis,Tanjong Pagar,28
Sembawang Hills,Central Subzone,2
Hougang Central,Pandan,2
Northshore,Paya Lebar North,3
Clarke Quay,Woodlands East,37
Jurong Gateway,Tuas View Extension,14
Benoi Sector,Maritime Square,9
Senoko South,Compassvale,7
Potong Pasir,Pulau Punggol Timor,7
Toh Tuck,Bangkit,14
Woodlands Regional Centre,Frankel,12
Woodlands Regional Centre,Fernvale,41
Clifford Pier,Kampong Ubi,2
Tanjong Pagar,Taman Jurong,8
Kian Teck,Somerset,12
Teban Gardens,Punggol Field,3
Victoria,Kovan,22
Fort Canning,Jurong River,9
Bukit Merah,Matilda,10
Singapore General Hospital,Anak Bukit,25
Woodleigh,Ulu Pandan,6
Sennett,Geylang Bahru,16
Clementi Central,Hougang Central,12
Reservoir View,Peng Siang,8
Chatsworth,Jurong West Central,18
Yio Chu Kang East,Jurong West Central,11
Yishun South,Sennett,5
Hougang West,Paya Lebar West,6
Bayfront Subzone,Benoi Sector,4
Pasir Ris Drive,Jurong Gateway,16
Crawford,Redhill,17
Sengkang West,One North,5
Clarke Quay,Ang Mo Kio Town Centre,9
Kallang Way,Bayshore,6
Alexandra Hill,Malcolm,4
Turf Club,Tengeh,1
Nee Soon,Bendemeer,9
Matilda,Boat Quay,9
Tampines North,Lorong 8 Toa Payoh,6
Toh Tuck,Depot Road,8
Telok Blangah Drive,Bukit Merah,41
Lower Seletar,Midview,6
Bukit Batok East,Telok Blangah Way,1
City Terminals,Singapore General Hospital,18
Hougang Central,Toh Tuck,5
Nee Soon,Yuhua West,5
Siglap,Xilin,26
Bangkit,Somerset,51
Bedok South,Newton Circus,6
Monk's Hill,Liu Fang,1
Woodleigh,Matilda,15
Bukit Merah,Reservoir View,3
Mandai East,Nature Reserve,7
Changi Point,Clementi North,5
Sembawang Central,Pasir Ris West,19
Tanglin Halt,Pasir Ris Central,5
Yishun East,Frankel,18
Senoko North,Taman Jurong,7
Boat Quay,Rivervale,15
Keat Hong,Dunearn,9
North Coast,Pasir Ris Park,12
Selegie,Tampines West,6
Central Water Catchment,Upper Paya Lebar,4
Pasir Ris Park,One North,2
Pasir Panjang 1,Woodlands Regional Centre,4
Defu Industrial Park,Kampong Java,8
Robertson Quay,Clementi Central,9
Taman Jurong,Senoko North,5
Guilin,Siglap,3
Penjuru Crescent,Bukit Merah,2
Moulmein,Lorong Halus,3
Yishun South,Defu Industrial Park,5
Cecil,Kallang Bahru,9
Sembawang Springs,Bencoolen,5
Woodleigh,Reservoir View,4
Senoko South,Changi Point,5
Ridout,Choa Chu Kang Central,4
Queensway,Marymount,6
Tyersall,Flora Drive,3
Teck Whye,Ulu Pandan,1
Depot Road,Taman Jurong,5
Senja,Bukit Batok West,18
The Wharves,Nature Reserve,1
Commonwealth,Farrer Park,11
Telok Blangah Way,Khatib,2
China Square,Bukit Merah,5
Dover,Bukit Merah,8
Pearl's Hill,Jurong River,3
Boulevard,Queensway,11
Yio Chu Kang,Pasir Ris West,11
Paya Lebar East,Pasir Ris West,8
Marina Centre,Defu Industrial Park,11
Boon Keng,One Tree Hill,6
Dhoby Ghaut,Sembawang Hills,2
Bedok Reservoir,Woodlands South,9
Balestier,Loyang West,6
Waterway East,Loyang West,5
Bendemeer,Straits View,2
Hougang Central,Senoko North,2
Pasir Ris Central,Penjuru Crescent,2
Nassim,Plab,3
Compassvale,Serangoon North Ind Estate,14
Rochor Canal,Newton Circus,1
Anson,Senja,3
Sembawang North,Sembawang East,3
Clifford Pier,Yunnan,3
Kampong Tiong Bahru,Hillcrest,2
Kallang Bahru,Kampong Glam,9
Choa Chu Kang North,Admiralty,6
Tuas North,Tagore,5
Tiong Bahru Station,Kent Ridge,8
Trafalgar,Pasir Panjang 2,2
Tengeh,Lavender,6
Clementi Woods,Turf Club,3
Redhill,Crawford,9
Mount Pleasant,National University of S'pore,4
Tanglin,Kent Ridge,6
Little India,Jurong Island and Bukom,2
Leedon Park,Telok Blangah Rise,3
Istana Negara,Braddell,9
Commonwealth,Newton Circus,4
Punggol Town Centre,Yishun West,17
Sunset Way,Victoria,1
Queensway,Queensway,1
Kampong Bugis,Port,11
Hillview,Seletar Hills,5
Jurong Port,Pulau Punggol Timor,5
Guilin,City Terminals,5
Benoi Sector,Marina Centre,2
Turf Club,Little India,1
Greenwood Park,Punggol Field,3
Tuas Promenade,Braddell,6
Yuhua East,Dhoby Ghaut,14
Gali Batu,Jurong River,8
Leonie Hill,Serangoon Garden,7
Turf Club,Tuas Bay,2
Ang Mo Kio Town Centre,Guilin,8
Marine Parade,Tuas View Extension,2
Peng Siang,Jurong Port,3
Clarke Quay,Pei Chun,5
Lorong Halus,Macpherson,9
Dairy Farm,Sennett,2
Potong Pasir,Paya Lebar West,2
Fajar,Katong,4
Tuas North,Paya Lebar East,2
Lorong Chuan,Cecil,2
Pang Sua,Marina Centre,2
One Tree Hill,Clementi Woods,1
Crawford,Tuas North,5
Peng Siang,Rivervale,6
Serangoon North Ind Estate,Senoko South,8
Maxwell,Redhill,3
Seletar Aerospace Park,Joo Seng,7
Teck Whye,Reservoir View,2
Cheng San,West Coast,2
Mount Pleasant,Lower Seletar,2
Kangkar,Sennett,3
Upper Paya Lebar,Nature Reserve,4
Bayshore,Sennett,3
Hillview,Boat Quay,9
Springleaf,Anchorvale,4
Goodwood Park,Bukit Merah,1
Kent Ridge,Simei,6
Guilin,Bedok Reservoir,3
Tagore,Rochor Canal,5
Malcolm,Anchorvale,5
Nee Soon,Henderson Hill,3
Chatsworth,Port,7
Tengah,Boon Teck,1
Khatib,Marina South,6
Goodwood Park,Hong Kah,3
Loyang West,Waterway East,3
Yio Chu Kang,Tampines North,8
Straits View,Bukit Batok South,2
National University of S'pore,Marina South,3
Mount Pleasant,Institution Hill,4
Jelebu,Samulun,1
Bukit Batok East,Springleaf,1
Teck Whye,Matilda,11
Mandai Estate,Sembawang Central,4
Sembawang Springs,Choa Chu Kang Central,8
Queensway,Hougang East,1
Kampong Bugis,Townsville,3
Admiralty,Marina Centre,6
Sembawang East,Tampines East,5
Wenya,Pasir Ris Central,2
Lorong Ah Soo,Yew Tee,5
Marina South,Khatib,6
Shangri-La,Greenwood Park,3
Sembawang East,Flora Drive,2
Sembawang Springs,Farrer Court,2
Alexandra Hill,Pasir Ris Wafer Fab Park,4
Redhill,Maxwell,1
Bukit Merah,Ulu Pandan,1
Keat Hong,Kebun Bahru,4
Tiong Bahru,Pasir Panjang 1,5
Tanjong Rhu,Depot Road,3
Pasir Ris Drive,Yio Chu Kang North,3
Monk's Hill,Compassvale,1
Sengkang West,National University of S'pore,4
Loyang West,Sentosa,4
Holland Road,Mandai Estate,2
Sengkang West,The Wharves,1
Mandai Estate,Western Water Catchment,1
Faber,Cairnhill,2
Everton Park,Gombak,1
Katong,Lakeside,2
Kangkar,Pang Sua,2
Jurong Island and Bukom,Nee Soon,4
Clifford Pier,Swiss Club,2
Tampines North,Tukang,1
Lorong Ah Soo,Samulun,1
Boon Teck,Port,2
Gul Basin,Pasir Ris Drive,3
Holland Drive,Northshore,1
Gul Circle,Lorong Chuan,2
Tengah,Bencoolen,1
Yio Chu Kang East,Port,3
Anchorvale,Kent Ridge,1
Hong Kah North,West Coast,6
Siglap,Lakeside,2
Kampong Java,Joo Koon,4
Sembawang Straits,Kallang Way,2
Jurong Port,Gul Circle,3
Kangkar,Senja,3
Pasir Ris Wafer Fab Park,Joo Koon,1
Changi Airport,Samulun,2
Sunset Way,Henderson Hill,2
Kampong Tiong Bahru,Pandan,1
Boat Quay,Tanglin Halt,5
Boulevard,Monk's Hill,1
Hillcrest,Tanjong Pagar,2
Yio Chu Kang North,Pasir Panjang 1,2
Keat Hong,Farrer Court,1
Turf Club,Sunset Way,1
Swiss Club,Kent Ridge,4
Oxley,Hong Kah North,4
Clementi Central,Pioneer Sector,4
Pasir Ris Drive,Pulau Punggol Barat,1
Tagore,Mandai Estate,1
Chinatown,Plab,1
Telok Blangah Rise,Keat Hong,1
North-Eastern Islands,Western Water Catchment,1
Serangoon Central,Airport Road,1
Geylang East,Pioneer Sector,1
Pasir Ris Park,Keat Hong,1
Nature Reserve,Defu Industrial Park,1
Defu Industrial Park,Chatsworth,1
Farrer Court,Khatib,1
Depot Road,Tanjong Pagar,1
Chin Bee,Queensway,1
Plab,Jurong Island and Bukom,1
North-Eastern Islands,Sembawang Central,1
Lorong Halus,Dover,1
Woodlands Regional Centre,Tukang,5
Potong Pasir,Sengkang Town Centre,42
Senoko South,Boon Keng,14
Toa Payoh Central,Mountbatten,26
Yuhua East,Western Water Catchment,38
Woodlands East,Nassim,49
Woodgrove,Yew Tee,61
Lavender,Moulmein,89
Maritime Square,Tampines West,81
Yunnan,Braddell,7
Cairnhill,Telok Blangah Rise,1
Farrer Park,Kallang Way,42
Serangoon Garden,Serangoon North Ind Estate,44
Changi Airport,Rivervale,249
Pandan,Jurong River,46
Yishun West,Matilda,64
Jurong West Central,City Hall,193
Jurong West Central,Depot Road,26
Bedok Reservoir,Pasir Ris Drive,63
One North,Braddell,14
